50,1663737a3f1806477ae3842f878cc20aef13c3306178f083945eef6b90e817a4
100,e3186752de34c902880e3732a8a034447d6987312534776adab55cc40cecc639
150,79ff5b9a93cca19313cdb831f26fae876fe896885d9dda204227411c64d4c554
200,7c0bfd6324e1c943cb3c0fc55359f9f83df28d2600761cb260500c4d09ea841c
250,f305ab2cd53b0a90f806b2dac1f578c8741900a417a434a9a89765001ddb42d2
300,1d89850b68d9e8a41b98085d6613e995f9eb3e01f31bab20de6cbb72d6d381de
350,84d25b48bec7d261a9653d844d9c7ce9621a77360ed07ac647f4d182b90dfa7a
400,fee60fd30ca8356d8f9b76e2fbe6a87e6d5bd6f89662631c68ca6cd54eafb331
450,db87447d1a715a91bbf35f3bbea1cff396ae8566a0ddfc0cf4cf5db38b2d3c9a
500,915b64ee671ab14150c2b52c01a6a526c4ce523453699221b89459335d47174d
550,e261030a1335312cd235c8152d1a4165d04edaf52bf792b0f269d680e2d612c2
600,d3d45da16aa21f6194199fe5fa5a4e2656a8d83746ae27c50dfdac88d4ecd781
650,f47f0a6634b5d9fee24bd9c9f22ffd32718aeadb4dd8e597d1fb4452b965a89a
700,02357c34b4a9f9ae6ab899d09622422eeeeb21af29fb18d6f99b408b0897cb38
750,84d50b9988c55e962f91204203580aa70034c86c09798d73d2f064a64e4f49d9
800,cfa29a28eccab6c249c6ecb6833399a044766f25cb3ef142ac30c6fc6c52cb0c
850,fd18cc6b4c9c52b1d52a75dff3cf525e060b580f929d72b341740055fb24b878
900,b88874f16e00b944a65fa40d81f30003a72a3edf620533aba5a79b984f5ee011
950,7e644b35c80f774b02ca981522641ac55596bd0f93ccd4b447bfd424838bfc02
1000,4ddf2b7b2f9c2f2b6531c2e570e3276e3d18036696b3f642e781d8f0e7ef4927
1050,494dc009b0adbff6b9219ac4de1e55a1d3d3c44dca35b6e7be9e161d5d5688a2
1100,0a52afd1cf86552e8cc868aa1f878e5e29162d11f53fdaac764119429b483735
1150,46b6e94da47961030cefa4903435f26ce9bdd6d523a21f236415cdfedbe1d577
1200,6bfd8a5364ba025f8d229c55a591cb76bfb038836ade54b199679d9e3534474f
1250,0fdee2edd61065718e252e2ccb4a80fe8b9f986d458b9e14bbbfd57e79c482ea
1300,c7a595c99ac79483d7739df4042d4e1219239665b4621010dd660e76c4e12441
1350,647ce245aebe50a1f3c51652659e4e5b00ecc4d05c44a4f71d12d17c07e32ff4
1400,65f53c01f904ab1a04f1017a6fd56f44d8b4fcbaf5a63e36d428f18836eac277
1450,fde7f2edd795e27916a86a841f6d381a281272db2b69dd3ac29220b84f967f2d
1500,93592cf22f4b82183595ba0aa57f739ce962ebe3462331898fd9039d21841f54
1550,82030397323b08df31bc879c85da394e0991e5544a3d0a2b9aa55d7be2afc718
1600,51533f5f242d9ab4865a40ac258a0eae14998b5d09478f65749ee4cd5504196b
1650,8bf859e37490858e96da7b9f70229d996e81cc05d4235eead8de7572284d3c17
1700,8b55cc8d4dd262bfacbf5e35211b3aeaffc3235d562bc1b239f257fdfb577a28
1750,f47b51e0185172ac311447e24619ac42d2c4e29cae9be421b82c7b34a708c302
1800,ea40b713e4650def9e674b15b9eb4894158d09ba6836b0d74f4f8af12d6c0680
1850,83c4aabb743279e7b20d4150b607931635a7e6f8769836047cf40105220013a5
1900,db38c5f2a339366b688470d06a111a0ebb09b5aab3dab18d13df774843dc66e7
1950,36fe1187cc890883af8a0a0114ead4d24d6e814cddc090f4e47926c599f313d6
2000,814a64b8dcf4f6fd1046b460aca35f450183a3d739f67070be221d603bc1e85e
2050,5298ee032339b9285c304402901cf8f32b476f1ba806d77d540e7da73498894c
2100,eb4f6db15f163b7ea70a8d4863d9c955445560d70cafc8d18bb71a58e044a727
2150,ed5c03137c00f1932caecea488295b8542b2b8032e401927211a233238e6296d
2200,60a5597561b8b0d4d8c9afe8495a1b6cebf42f1695a9dad48fc7c6fcc2c3c031
2250,7bc80af48c4365d44ae62f07ddb6b2a74eb18452ff7e3704e704f1c47e35fd4d
2300,3fad4126d76f26d447da2955c448ec8d1cb7b7df1692060acfa8c19575fede05
2350,5a90d8ef507181424bcbab2d8848e37a48ade8ebbb2db2a854232157548b6664
2400,c316126d50c571cecd25772e55d680adec994de5cf6729c01733a557200da40d
2450,289b211fba0c95c15fa1d2af0bcad539899a003a685c592d294d2b5cbe15b526
2500,a2e94b529c1e18af6a46ed4f8bfa15aad4aa8b17494563f38809a3840c591666
2550,2c2948eae06fad4f95552e9cee79d16fe419d37af0960e51fe39ee707ac70c9e
2600,b29e739a5095925aa93a39699c94c18b00192235c6cec61ab6aad588166c6192
2650,e009de29f8bb5d8e9b75bc1e4e5f0b576fd1c31be51b491ab018c57d901a22aa
2700,a6ceae6962c4ac1af3ce2821c4e66d7b782943326efcde0e768f35dbd3451058
2750,038b0a92977a8f1eb65dfdef4cb104e7aa2f1ee39f446fb8d181479ec11e66bf
2800,2f8d94eba29788ecea5449cdd1df32553891e539851711c7dd4f51b8a3f2f382
2850,713fdf835f13af5b7c8fa511d8c0dc84b7710b0346313a7413835cdc62b3e148
2900,2f9c77896462227264f226ad6069fbcb8a69128a50e44e502c6fc8c720b72d00
2950,6dfb42dcdc822964e87d4436d5748f3f1956579a998eeb18aa6acebacdecc950
3000,d48edc6afa18b0c39b8eaed0f22563b1e95e408f6221d727867ea958d13ee116
3050,547513b87c8c9b779b31b52fbd72a6eb7ab6e23c0d75cb5e4d5c5412a1559152
3100,7b619853fafbb9927046b0ba4f4e406188f4bf69cd37a5dce5e6e3e02dc29d40
